DATE, TIME, VELOCITY U, VELOCITY V, FREE SURFACE, 
-, S, M/S, M/S, M, 
2010-02-26 00:00, 0.000, 0.686577916145, -0.011831567623, 1.018590688705, 
2010-02-26 01:00, 3600.000, -0.000639651727, 0.001840996440, 2.071513891220, 
2010-02-26 02:00, 7200.000, -0.000983446953, -0.000143894649, 2.057800531387, 
2010-02-26 03:00, 10800.000, -0.004264435265, 0.002216226421, 1.591509819031, 
2010-02-26 04:00, 14400.000, -0.005109270569, 0.002057715552, 0.690788209438, 
2010-02-26 05:00, 18000.000, -0.002914787969, 0.001405137125, -0.388621419668, 
2010-02-26 06:00, 21600.000, 0.001611390384, -0.000649636495, -1.160899162292, 
2010-02-26 07:00, 25200.000, -0.003019498428, 0.002244614763, -1.814720988274, 
2010-02-26 08:00, 28800.000, 0.001292548259, -0.000327171845, -1.876200318336, 
2010-02-26 09:00, 32400.000, 0.004946790636, -0.002873960882, -1.570919156075, 
2010-02-26 10:00, 36000.000, 0.004525159951, -0.002756457310, -0.955428659916, 
2010-02-26 11:00, 39600.000, 0.004624507856, -0.003038496943, -0.079682804644, 
2010-02-26 12:00, 43200.000, 0.002525276737, -0.002528095851, 0.921634733677, 
2010-02-26 13:00, 46800.000, 0.000558756117, -0.001631149789, 1.537023663521, 
2010-02-26 14:00, 50400.000, -0.000157522853, -0.001068475773, 1.773496031761, 
2010-02-26 15:00, 54000.000, -0.002003883710, 0.000135384966, 1.594697594643, 
2010-02-26 16:00, 57600.000, -0.004169083666, 0.001538482844, 1.038799285889, 
2010-02-26 17:00, 61200.000, -0.005064500030, 0.002282366855, 0.169763952494, 
2010-02-26 18:00, 64800.000, -0.006811698433, 0.003160966793, -0.791037023067, 
2010-02-26 19:00, 68400.000, -0.006629382726, 0.002897742204, -1.650007367134, 
2010-02-26 20:00, 72000.000, -0.002956278855, 0.000807280419, -2.057702779770, 
2010-02-26 21:00, 75600.000, 0.001503544045, -0.001819823286, -1.902394294739, 
2010-02-26 22:00, 79200.000, 0.005094466265, -0.003665126394, -1.114947676659, 
2010-02-26 23:00, 82800.000, 0.005038667936, -0.003335966030, 0.041654806584, 
