Time;z
25-Dec-1999 18:00:00;5.31
25-Dec-1999 19:00:00;5
25-Dec-1999 20:00:00;4.4
25-Dec-1999 21:00:00;3.51
25-Dec-1999 22:00:00;2.39
25-Dec-1999 23:00:00;1.27
26-Dec-1999 00:00:00;0.68
26-Dec-1999 01:00:00;1.12
26-Dec-1999 02:00:00;2.35
26-Dec-1999 03:00:00;3.61
26-Dec-1999 04:00:00;4.57
26-Dec-1999 05:00:00;5.23
26-Dec-1999 06:00:00;5.44
26-Dec-1999 07:00:00;5.24
26-Dec-1999 08:00:00;4.8
26-Dec-1999 09:00:00;4.08
26-Dec-1999 10:00:00;3.04
26-Dec-1999 11:00:00;1.85
26-Dec-1999 12:00:00;0.9
26-Dec-1999 13:00:00;0.78
26-Dec-1999 14:00:00;1.62
26-Dec-1999 15:00:00;2.81
26-Dec-1999 16:00:00;3.83
26-Dec-1999 17:00:00;4.6
26-Dec-1999 18:00:00;5.02
26-Dec-1999 19:00:00;5.01
26-Dec-1999 20:00:00;4.71
26-Dec-1999 21:00:00;4.17
26-Dec-1999 22:00:00;3.34
26-Dec-1999 23:00:00;2.28
27-Dec-1999 00:00:00;1.31
27-Dec-1999 01:00:00;0.95
27-Dec-1999 02:00:00;1.53
27-Dec-1999 03:00:00;2.69
27-Dec-1999 04:00:00;3.78
27-Dec-1999 05:00:00;4.58
27-Dec-1999 06:00:00;5.06
27-Dec-1999 07:00:00;5.16
27-Dec-1999 08:00:00;4.96
27-Dec-1999 09:00:00;4.58
27-Dec-1999 10:00:00;3.91
27-Dec-1999 11:00:00;2.93
27-Dec-1999 12:00:00;1.85
27-Dec-1999 13:00:00;1.09
27-Dec-1999 14:00:00;1.15
27-Dec-1999 15:00:00;1.98
27-Dec-1999 16:00:00;3.02
27-Dec-1999 17:00:00;3.88
27-Dec-1999 18:00:00;4.48
27-Dec-1999 19:00:00;4.74
27-Dec-1999 20:00:00;4.68
27-Dec-1999 21:00:00;4.45
27-Dec-1999 22:00:00;3.99
27-Dec-1999 23:00:00;3.22
28-Dec-1999 00:00:00;2.27
28-Dec-1999 01:00:00;1.47
28-Dec-1999 02:00:00;1.29
28-Dec-1999 03:00:00;1.92
28-Dec-1999 04:00:00;2.93
28-Dec-1999 05:00:00;3.85
28-Dec-1999 06:00:00;4.49
28-Dec-1999 07:00:00;4.82
28-Dec-1999 08:00:00;4.84
28-Dec-1999 09:00:00;4.69
28-Dec-1999 10:00:00;4.39
28-Dec-1999 11:00:00;3.78
28-Dec-1999 12:00:00;2.89
28-Dec-1999 13:00:00;1.95
28-Dec-1999 14:00:00;1.38
28-Dec-1999 15:00:00;1.52
28-Dec-1999 16:00:00;2.27
28-Dec-1999 17:00:00;3.14
28-Dec-1999 18:00:00;3.85
28-Dec-1999 19:00:00;4.3
28-Dec-1999 20:00:00;4.46
28-Dec-1999 21:00:00;4.42
28-Dec-1999 22:00:00;4.25
28-Dec-1999 23:00:00;3.86
29-Dec-1999 00:00:00;3.17
29-Dec-1999 01:00:00;2.35
29-Dec-1999 02:00:00;1.71
29-Dec-1999 03:00:00;1.63
29-Dec-1999 04:00:00;2.2
29-Dec-1999 05:00:00;3.06
29-Dec-1999 06:00:00;3.82
29-Dec-1999 07:00:00;4.33
29-Dec-1999 08:00:00;4.55
29-Dec-1999 09:00:00;4.56
29-Dec-1999 10:00:00;4.48
29-Dec-1999 11:00:00;4.24
29-Dec-1999 12:00:00;3.7
29-Dec-1999 13:00:00;2.92
29-Dec-1999 14:00:00;2.12
29-Dec-1999 15:00:00;1.67
29-Dec-1999 16:00:00;1.81
29-Dec-1999 17:00:00;2.44
29-Dec-1999 18:00:00;3.18
29-Dec-1999 19:00:00;3.77
29-Dec-1999 20:00:00;4.13
29-Dec-1999 21:00:00;4.25
29-Dec-1999 22:00:00;4.25
29-Dec-1999 23:00:00;4.15
30-Dec-1999 00:00:00;3.81
30-Dec-1999 01:00:00;3.2
30-Dec-1999 02:00:00;2.49
30-Dec-1999 03:00:00;1.95
30-Dec-1999 04:00:00;1.88
30-Dec-1999 05:00:00;2.35
30-Dec-1999 06:00:00;3.07
30-Dec-1999 07:00:00;3.71
30-Dec-1999 08:00:00;4.15
30-Dec-1999 09:00:00;4.33
30-Dec-1999 10:00:00;4.37
30-Dec-1999 11:00:00;4.34
30-Dec-1999 12:00:00;4.15
30-Dec-1999 13:00:00;3.68
30-Dec-1999 14:00:00;2.99
30-Dec-1999 15:00:00;2.3
30-Dec-1999 16:00:00;1.88
30-Dec-1999 17:00:00;1.97
30-Dec-1999 18:00:00;2.49
30-Dec-1999 19:00:00;3.14
30-Dec-1999 20:00:00;3.68
30-Dec-1999 21:00:00;4.01
30-Dec-1999 22:00:00;4.16
30-Dec-1999 23:00:00;4.21
31-Dec-1999 00:00:00;4.13
31-Dec-1999 01:00:00;3.82
31-Dec-1999 02:00:00;3.27
31-Dec-1999 03:00:00;2.63
31-Dec-1999 04:00:00;2.12
31-Dec-1999 05:00:00;2.01
31-Dec-1999 06:00:00;2.37
31-Dec-1999 07:00:00;2.99
31-Dec-1999 08:00:00;3.58
31-Dec-1999 09:00:00;3.99
31-Dec-1999 10:00:00;4.2
31-Dec-1999 11:00:00;4.3
31-Dec-1999 12:00:00;4.31
31-Dec-1999 13:00:00;4.13
31-Dec-1999 14:00:00;3.69
31-Dec-1999 15:00:00;3.07
31-Dec-1999 16:00:00;2.4
31-Dec-1999 17:00:00;1.97
31-Dec-1999 18:00:00;2.01
31-Dec-1999 19:00:00;2.46
31-Dec-1999 20:00:00;3.07
31-Dec-1999 21:00:00;3.62
31-Dec-1999 22:00:00;3.99
31-Dec-1999 23:00:00;4.2
01-Jan-2000 00:00:00;4.28
01-Jan-2000 01:00:00;4.19
01-Jan-2000 02:00:00;3.86
01-Jan-2000 03:00:00;3.33
01-Jan-2000 04:00:00;2.69
01-Jan-2000 05:00:00;2.16
01-Jan-2000 06:00:00;2.01
01-Jan-2000 07:00:00;2.32
01-Jan-2000 08:00:00;2.89
01-Jan-2000 09:00:00;3.47
01-Jan-2000 10:00:00;3.92
01-Jan-2000 11:00:00;4.19
01-Jan-2000 12:00:00;4.35
01-Jan-2000 13:00:00;4.35
01-Jan-2000 14:00:00;4.14
01-Jan-2000 15:00:00;3.7
01-Jan-2000 16:00:00;3.06
01-Jan-2000 17:00:00;2.37
01-Jan-2000 18:00:00;1.93
01-Jan-2000 19:00:00;1.96
01-Jan-2000 20:00:00;2.41
01-Jan-2000 21:00:00;3.05
01-Jan-2000 22:00:00;3.65
01-Jan-2000 23:00:00;4.09
