Time;z
30-Dec-1999 18:00:00;2.71
30-Dec-1999 19:00:00;3.28
30-Dec-1999 20:00:00;3.71
30-Dec-1999 21:00:00;3.99
30-Dec-1999 22:00:00;4.17
30-Dec-1999 23:00:00;4.26
31-Dec-1999 00:00:00;4.17
31-Dec-1999 01:00:00;3.82
31-Dec-1999 02:00:00;3.23
31-Dec-1999 03:00:00;2.57
31-Dec-1999 04:00:00;2.15
31-Dec-1999 05:00:00;2.16
31-Dec-1999 06:00:00;2.57
31-Dec-1999 07:00:00;3.15
31-Dec-1999 08:00:00;3.64
31-Dec-1999 09:00:00;3.98
31-Dec-1999 10:00:00;4.19
31-Dec-1999 11:00:00;4.32
31-Dec-1999 12:00:00;4.33
31-Dec-1999 13:00:00;4.12
31-Dec-1999 14:00:00;3.64
31-Dec-1999 15:00:00;2.97
31-Dec-1999 16:00:00;2.36
31-Dec-1999 17:00:00;2.06
31-Dec-1999 18:00:00;2.21
31-Dec-1999 19:00:00;2.66
31-Dec-1999 20:00:00;3.2
31-Dec-1999 21:00:00;3.66
31-Dec-1999 22:00:00;3.98
31-Dec-1999 23:00:00;4.21
01-Jan-2000 00:00:00;4.31
01-Jan-2000 01:00:00;4.22
01-Jan-2000 02:00:00;3.86
01-Jan-2000 03:00:00;3.27
01-Jan-2000 04:00:00;2.63
01-Jan-2000 05:00:00;2.19
01-Jan-2000 06:00:00;2.16
01-Jan-2000 07:00:00;2.5
01-Jan-2000 08:00:00;3.04
01-Jan-2000 09:00:00;3.55
01-Jan-2000 10:00:00;3.92
01-Jan-2000 11:00:00;4.19
01-Jan-2000 12:00:00;4.35
01-Jan-2000 13:00:00;4.36
01-Jan-2000 14:00:00;4.13
01-Jan-2000 15:00:00;3.64
01-Jan-2000 16:00:00;2.97
01-Jan-2000 17:00:00;2.35
01-Jan-2000 18:00:00;2.03
01-Jan-2000 19:00:00;2.14
01-Jan-2000 20:00:00;2.6
01-Jan-2000 21:00:00;3.18
01-Jan-2000 22:00:00;3.7
01-Jan-2000 23:00:00;4.09
