Time;z
02-Mar-2010 22:00:00;0.83
02-Mar-2010 23:00:00;0.28
03-Mar-2010 00:00:00;0.74
03-Mar-2010 01:00:00;1.99
03-Mar-2010 02:00:00;3.44
03-Mar-2010 03:00:00;4.6
03-Mar-2010 04:00:00;5.35
03-Mar-2010 05:00:00;5.73
03-Mar-2010 06:00:00;5.63
03-Mar-2010 07:00:00;5.04
03-Mar-2010 08:00:00;4.06
03-Mar-2010 09:00:00;2.75
03-Mar-2010 10:00:00;1.42
03-Mar-2010 11:00:00;0.53
03-Mar-2010 12:00:00;0.52
03-Mar-2010 13:00:00;1.45
03-Mar-2010 14:00:00;2.83
03-Mar-2010 15:00:00;4.08
03-Mar-2010 16:00:00;4.93
03-Mar-2010 17:00:00;5.4
03-Mar-2010 18:00:00;5.45
03-Mar-2010 19:00:00;5.02
03-Mar-2010 20:00:00;4.21
03-Mar-2010 21:00:00;3.06
03-Mar-2010 22:00:00;1.78
03-Mar-2010 23:00:00;0.77
