Time;z
02-Mar-2010 14:00:00;3.57
02-Mar-2010 15:00:00;5.01
02-Mar-2010 16:00:00;6
02-Mar-2010 17:00:00;6.24
02-Mar-2010 18:00:00;5.89
02-Mar-2010 19:00:00;5.26
02-Mar-2010 20:00:00;4.14
02-Mar-2010 21:00:00;2.7
02-Mar-2010 22:00:00;1.32
02-Mar-2010 23:00:00;0.38
03-Mar-2010 00:00:00;0.42
03-Mar-2010 01:00:00;1.53
03-Mar-2010 02:00:00;3.23
03-Mar-2010 03:00:00;4.78
03-Mar-2010 04:00:00;5.9
03-Mar-2010 05:00:00;6.35
03-Mar-2010 06:00:00;6.1
03-Mar-2010 07:00:00;5.6
03-Mar-2010 08:00:00;4.75
03-Mar-2010 09:00:00;3.44
03-Mar-2010 10:00:00;2.01
03-Mar-2010 11:00:00;0.82
03-Mar-2010 12:00:00;0.38
03-Mar-2010 13:00:00;1.02
03-Mar-2010 14:00:00;2.5
03-Mar-2010 15:00:00;4.12
03-Mar-2010 16:00:00;5.38
03-Mar-2010 17:00:00;6.06
03-Mar-2010 18:00:00;5.96
03-Mar-2010 19:00:00;5.52
03-Mar-2010 20:00:00;4.86
03-Mar-2010 21:00:00;3.74
03-Mar-2010 22:00:00;2.4
03-Mar-2010 23:00:00;1.18
